name,cat,url
ReactiveAudioRecord,AUDIO,https://github.com/ahmedrizwan/ReactiveAudioRecord
Music Player,AUDIO,https://github.com/andremion/Music-Player
Zentone,AUDIO,http://nisrulz.github.io/zentone
DMPlayer,AUDIO,https://github.com/dibakarece/DMPlayer
RxAndroidAudio,AUDIO,https://github.com/Piasy/RxAndroidAudio
soundtransform,AUDIO,https://github.com/libetl/soundtransform
AudioPlayerView,AUDIO,https://github.com/HugoMatilla/AudioPlayerView
Talk,AUDIO,https://github.com/PDDStudio/Talk
Audio Waves,AUDIO,https://github.com/FireZenk/AudioWaves
PodListen,AUDIO,https://github.com/einmalfel/PodListen
GEM Player,AUDIO,https://github.com/SubstanceMobile/GEM
opencore-amr-android,AUDIO,https://github.com/kevinho/opencore-amr-android
Auro,AUDIO,https://github.com/architjn/Auro
RadioPlayerService,AUDIO,https://github.com/iammert/RadioPlayerService
Pindrop,AUDIO,https://github.com/google/pindrop
Android MIDI Library,AUDIO,https://github.com/LeffelMania/android-midi-lib
TarsosDSP,AUDIO,https://github.com/JorenSix/TarsosDSP
Minim-Android,AUDIO,https://github.com/DASAR/Minim-Android
audiostream-metadata-retriever,AUDIO,https://github.com/vsmaks/audiostream-metadata-retriever
AndroidOggStreamPlayer,AUDIO,https://github.com/radzio/AndroidOggStreamPlayer
OpenPlayer,AUDIO,https://github.com/audionowdigital/openplayer-android
JamsMusicPlayer,AUDIO,https://github.com/psaravan/JamsMusicPlayer
RhombusLib,AUDIO,https://github.com/sshipman/RhombusLib
libpulse-android,AUDIO,https://github.com/hchapman/libpulse-android
Android Visualizer,AUDIO,https://github.com/felixpalmer/android-visualizer
Vanilla,AUDIO,https://github.com/kreed/vanilla
TurtlePlayer,AUDIO,https://github.com/eddturtle/TurtlePlayer
tomahawk-android,AUDIO,https://github.com/tomahawk-player/tomahawk-android
PlayerHater,AUDIO,https://github.com/PRX/PlayerHater
Patchfield,AUDIO,https://github.com/google/patchfield
Audio Wife,AUDIO,https://github.com/jaydeepw/audio-wife
aacdecoder-android,AUDIO,https://github.com/vbartacek/aacdecoder-android
BlueFlow,BLUETOOTH,https://github.com/ThanosFisherman/BlueFlow
Android Home Control Client,BLUETOOTH,https://github.com/fartem/android-remote-temperature-control-client
Thermal Printer Helper,BLUETOOTH,https://github.com/barisatalay/thermalprinterhelper
Bluetooth Scanning,BLUETOOTH,https://github.com/manishkummar21/bluetoothscanning
BluetoothHelper,BLUETOOTH,https://github.com/tlgbltcn/BluetoothHelper
Printooth,BLUETOOTH,https://github.com/mazenrashed/Printooth
Android Ble Library,BLUETOOTH,https://github.com/EmKsolandroid/ble
BluetoothKit,BLUETOOTH,https://github.com/sirvar/bluetoothkit-android
SimpleBle,BLUETOOTH,https://github.com/ederdoski/SimpleBle
BluetoothDebug,BLUETOOTH,https://github.com/alt236/bluetoothdebug
BleGattCoroutines,BLUETOOTH,https://github.com/Beepiz/BleGattCoroutines
Easy Bluetooth,BLUETOOTH,https://github.com/NewtronLabs/EasyBluetooth
MagicLight Controller,BLUETOOTH,https://github.com/skydoves/MagicLight-Controller
Android Bluetooth Library,BLUETOOTH,https://github.com/douglasjunior/AndroidBluetoothLibrary
Bluetooth Filter,BLUETOOTH,https://github.com/NewtronLabs/BluetoothFilter
RxBeacon,BLUETOOTH,https://github.com/florent37/RxBeacon
NeatLE,BLUETOOTH,https://github.com/inovait/neatle
SmartDeviceLink for Android,BLUETOOTH,https://github.com/smartdevicelink/sdl_android
Bleep,BLUETOOTH,https://github.com/tamir7/Bleep
RxBluetoothAuto,BLUETOOTH,https://github.com/tawaasalage/RxBluetoothAuto
Blueteeth,BLUETOOTH,https://github.com/RobotPajamas/Blueteeth
RxAndroidBle,BLUETOOTH,https://github.com/Polidea/RxAndroidBle
LMBluetoothSdk,BLUETOOTH,https://github.com/whilu/LMBluetoothSdk
BlueDuff,BLUETOOTH,https://github.com/Marchuck/BlueDuff
RxBluetooth,BLUETOOTH,https://github.com/IvBaranov/RxBluetooth
ReactiveBeacons,BLUETOOTH,https://github.com/pwittchen/ReactiveBeacons
fb-android-bluetooth,BLUETOOTH,https://github.com/adennie/fb-android-bluetooth
BluetoothViewer,BLUETOOTH,https://github.com/janosgyerik/bluetoothviewer
Android Multi Bluetooth Library,BLUETOOTH,https://arissa34.github.io/Android-Multi-Bluetooth-Library
Android Smooth Bluetooth,BLUETOOTH,https://github.com/palaima/AndroidSmoothBluetooth
SimpleBluetoothLibrary,BLUETOOTH,https://github.com/DeveloperPaul123/SimpleBluetoothLibrary
Blue2Serial,BLUETOOTH,https://github.com/MacroYau/Blue2Serial
SmartGattLib,BLUETOOTH,https://github.com/movisens/SmartGattLib
Bluetooth LE Library for Android,BLUETOOTH,https://github.com/alt236/Bluetooth-LE-Library---Android
android-btxfr,BLUETOOTH,https://github.com/simonguest/android-btxfr
Android-BluetoothSPPLibrary,BLUETOOTH,https://github.com/akexorcist/Android-BluetoothSPPLibrary
Android Bluetooth Library,BLUETOOTH,https://github.com/arissa34/Android-Bluetooth-Library
CoLocation,LOCATION,https://github.com/patloew/CoLocation
EasyLocation,LOCATION,https://github.com/robinkrsingh/EasyLocation
EasyWayLocation,LOCATION,https://github.com/prabhat1707/EasyWayLocation
AddressPicker,LOCATION,https://github.com/BilalSiddiqui/AddressPicker
Geolocator,LOCATION,https://github.com/exozet/Geolocator
HRCarMarkerAnimation,LOCATION,https://github.com/TecOrb-Developers/HRCarMarkerAnimation
AutocompleteLocationAndroid,LOCATION,https://github.com/jesualex/AutocompleteLocationAndroid
LocationPicker,LOCATION,https://github.com/shivpujan12/LocationPicker
GeoLocator-Android,LOCATION,https://github.com/AravindVijay7/GeoLocator-Android
LocationProvider,LOCATION,https://github.com/david-serrano/locationprovider
johnnylambada-location,LOCATION,https://github.com/johnnylambada/johnnylambada-location
DmgLocationUtils,LOCATION,https://github.com/DMGDesignUK/DmgLocationUtils
LocationLiveData,LOCATION,https://github.com/emreeran/LocationLiveData
Locationmanager,LOCATION,https://github.com/grumpyshoe/android-module-locationmanager
GPSTracker,LOCATION,https://github.com/ankitdubey021/GPSTracker
LocationAware,LOCATION,https://github.com/Arjun-sna/LocationAware/tree/master
Locgetter,LOCATION,https://github.com/titanium-codes/LocGetter
FusedBulb,LOCATION,https://github.com/ankuryadav7/FusedBulb
RxGps,LOCATION,https://github.com/florent37/RxGps
Nibo,LOCATION,https://github.com/aliumujib/Nibo
GeoFirebase,LOCATION,https://github.com/cutiko/GeoFirebase
SimpleLocationGetter,LOCATION,https://github.com/Skullper/SimpleLocationGetter
HyperTrack Live,LOCATION,https://github.com/hypertrack/hypertrack-live-android
location-tracker-background,LOCATION,https://github.com/safetysystemtechnology/location-tracker-background
Phone tracker,LOCATION,https://github.com/fooock/phone-tracker
Android-RxLocationSettings,LOCATION,https://github.com/JetradarMobile/android-rxlocationsettings
GpsDetector,LOCATION,https://github.com/Pulimet/GpsDetector-Library
Android-EasyLocation,LOCATION,https://github.com/akhgupta/Android-EasyLocation
Location track library,LOCATION,https://github.com/mohanmanu484/Location-track-library
RxLocation,LOCATION,https://github.com/patloew/RxLocation
SamLocationAndGeocoding,LOCATION,https://github.com/kingsammalik/SamLocationAndGeocoding
RxGpsService,LOCATION,https://github.com/miguelbcr/RxGpsService
Leku,LOCATION,https://github.com/AdevintaSpain/Leku
RxGeoFence,LOCATION,https://github.com/esafirm/android-rxgeofence
PhoneNumber,LOCATION,https://github.com/xdtianyu/PhoneNumber
RxLocationManager,LOCATION,https://github.com/Zellius/RxLocationManager
LocationManager,LOCATION,https://github.com/yayaa/LocationManager
GooglePlayServiceLocationSupport,LOCATION,https://github.com/akashjaindev/GooglePlayServiceLocationSupport
Flank Location,LOCATION,https://github.com/VigneshPeriasami/flanklocation
GeoIp-android,LOCATION,https://github.com/seventhmoon/IpApi-retrofit
Android GPX Parser,LOCATION,https://github.com/ticofab/android-gpx-parser
Google-Directions-Android,LOCATION,https://github.com/jd-alexander/Google-Directions-Android
android-location-tracker,LOCATION,https://github.com/quentin7b/android-location-tracker
OpenLocationCodes,LOCATION,https://github.com/shkschneider/android_OpenLocationCodes
GoogleDirection,LOCATION,https://github.com/akexorcist/Android-GoogleDirectionLibrary
google-places-api-java,LOCATION,https://github.com/windy1/google-places-api-java
Smart Location Library,LOCATION,https://github.com/mrmans0n/smart-location-lib
geo,LOCATION,https://github.com/davidmoten/geo
Android-ReactiveLocation,LOCATION,https://github.com/mcharmas/Android-ReactiveLocation
Localized,LOCALIZATION,https://github.com/agarasul/Localized
AppLocale,LOCALIZATION,https://github.com/B3nedikt/AppLocale
SearchPlaceBox,LOCALIZATION,https://github.com/iFr0z/SearchPlaceBox
Linguist Services,LOCALIZATION,https://linguist.klimaszewski.mobi/
goloc,LOCALIZATION,https://github.com/s0nerik/goloc
LocaleText,LOCALIZATION,https://github.com/metalurgus/LocaleText
LocaleChanger,LOCALIZATION,https://github.com/franmontiel/LocaleChanger
Rosetta,LOCALIZATION,https://github.com/ahmedaljazzar/rosetta
Localization,LOCALIZATION,https://github.com/akexorcist/Android-Localization
AndroidAppTranslate,LOCALIZATION,https://github.com/javierpe/AndroidAppTranslate
MobileStringsToolkit,LOCALIZATION,https://github.com/ezaquarii/MobileStringsToolkit
Twine,LOCALIZATION,https://github.com/mobiata/twine
android-localization-helper,LOCALIZATION,https://github.com/jordanjoz1/android-localization-helper
Android Localization Helper,LOCALIZATION,https://github.com/4e6/android-localization-helper
CuXtomCam,CAMERA,https://github.com/krazykira/CuXtomCam
MagicalCamera,CAMERA,https://github.com/fabian7593/MagicalCamera
RxCamera,CAMERA,https://github.com/ragnraok/RxCamera
StickerCamera,CAMERA,https://github.com/Skykai521/StickerCamera
EasyCamera,CAMERA,https://github.com/Glamdring/EasyCamera
SquareCamera,CAMERA,https://github.com/boxme/SquareCamera
CameraModule,CAMERA,https://github.com/Yalantis/CameraModule
Telecine,CAMERA,https://github.com/JakeWharton/Telecine
LandscapeVideoCamera,CAMERA,https://github.com/JeroenMols/LandscapeVideoCamera
L Camera,CAMERA,https://github.com/PkmX/lcamera
Android-Camera-Example,CAMERA,https://github.com/josnidhin/Android-Camera-Example
android-webcam,CAMERA,https://github.com/openxc/android-webcam
OpenCamera,CAMERA,https://github.com/almalence/OpenCamera
CamView,CAMERA,https://github.com/LivotovLabs/CamView
Wizard Camera,CAMERA,https://github.com/AlShevelev/WizardCamera
EasyCam,CAMERA,https://github.com/BalakrishnanPT/EasyCam
HiddenCamera,CAMERA,https://github.com/CottaCush/HiddenCam
PhotoBarcode,CAMERA,https://github.com/ivan200/PhotoBarcode
TrackEyes,CAMERA,https://github.com/Pradyuman7/TrackEyes
Retum Scanner,CAMERA,https://github.com/rehmanmuradali/retum.scanner
CameraViewEx,CAMERA,https://github.com/pvasa/cameraview-ex
DcCam,CAMERA,https://github.com/GitEliteNovice/CustomCamera
CameraRecorder-android,CAMERA,https://github.com/MasayukiSuda/CameraRecorder-android
Camera,CAMERA,https://github.com/duanhong169/Camera
Custom Camera,CAMERA,https://aliwaris0572.github.io/CustomCamera/
LiveEdgeDetection,CAMERA,https://github.com/adityaarora1/LiveEdgeDetection
Camera Touch Button,CAMERA,https://github.com/safetysystemtechnology/camera-touch-button
Heart-Rate-Ometer,CAMERA,https://github.com/kibotu/Heart-Rate-Ometer
CameraViewPlus,CAMERA,https://github.com/siralam/CameraViewPlus
CameraView,CAMERA,https://github.com/google/cameraview
AndroidVisionPipeline,CAMERA,https://github.com/Credntia/AndroidVisionPipeline
Lantern,CAMERA,https://github.com/nisrulz/lantern
ExcuseMe,PERMISSIONS,https://github.com/AraujoJordan/ExcuseMe
Permissions Flow,PERMISSIONS,https://github.com/innfinity-am/PermissionsFlow
PowerPermission,PERMISSIONS,https://github.com/underwindfall/PowerPermission
Sheriff,PERMISSIONS,https://github.com/IamIsPra/Sheriff
PermissionUtils,PERMISSIONS,https://github.com/rkk001/PermissionUtils
eazypermissions,PERMISSIONS,https://github.com/sagar-viradiya/eazypermissions
EasyPermission,PERMISSIONS,https://github.com/devaboodyas/EasyPermission
StartaskPermissions,PERMISSIONS,https://github.com/illiashenkoo/startask-permissions
PermissionHandler,PERMISSIONS,https://github.com/Rizlee/PermissionHandler
Kotlin Fudi Permission,PERMISSIONS,https://github.com/romellfudi/KotlinFudiPermission
PermissionMadeEasy,PERMISSIONS,https://github.com/TheSomeshKumar/PermissionMadeEasy
MrButler,PERMISSIONS,https://github.com/JetradarMobile/mrbutler
KotlinPermissions,PERMISSIONS,https://github.com/superjobru/kotlin-permissions
MayI,PERMISSIONS,https://github.com/ThanosFisherman/MayI
PermissionLiveData,PERMISSIONS,https://github.com/emreeran/PermissionLiveData
Fudi Permissions,PERMISSIONS,https://github.com/romellfudi/FudiPermission
Permissionmanager,PERMISSIONS,https://github.com/grumpyshoe/android-module-permissionmanager
Runtime Permission,PERMISSIONS,https://github.com/keshavmix/RuntimePermission
AutoPermissions,PERMISSIONS,https://github.com/pedroSG94/AutoPermissions
Peko,PERMISSIONS,https://github.com/deva666/Peko
Permission Bitte,PERMISSIONS,https://github.com/sensorberg/permission-bitte
PermissionsKt,PERMISSIONS,https://github.com/sembozdemir/PermissionsKt
Permission Requester,PERMISSIONS,https://github.com/tankery/permission-requester
KPermissions,PERMISSIONS,https://github.com/Fondesa/KPermissions
Requirements*,PERMISSIONS,https://github.com/noties/Requirements
advancedPermissionHandler,PERMISSIONS,https://github.com/mahdit83/advancedPermissionHandler
EasyRuntimePermission,PERMISSIONS,https://github.com/shaz-tech/EasyRuntimePermission
android-permissions,PERMISSIONS,https://github.com/nishkarsh/android-permissions
EzPermission,PERMISSIONS,https://github.com/ezaquarii/EzPermission
NoPermission,PERMISSIONS,https://github.com/NoNews/NoPermission
PermissionsWrapper,PERMISSIONS,https://github.com/lolucosmin/PermissionsWrapper
Permission,PERMISSIONS,https://github.com/karanchuri/PermissionManager
EffortlessPermissions,PERMISSIONS,https://github.com/zhanghai/EffortlessPermissions
EasyPermissions,PERMISSIONS,https://github.com/googlesamples/easypermissions
Android permission checker app,PERMISSIONS,https://github.com/Arjun-sna/android-permission-checker-app/tree/master
Ask-Permission,PERMISSIONS,https://github.com/Kishanjvaghela/Ask-Permission
permissionUtil,PERMISSIONS,https://github.com/Euzee/permissionUtil
Easy Permissions,PERMISSIONS,https://github.com/NewtronLabs/EasyPermissions
FloatingPermissionCompat,PERMISSIONS,https://github.com/linchaolong/FloatingPermissionCompat
Android Runtime Permission,PERMISSIONS,https://github.com/Sameer-Jani-201/AndroidRuntimePermission
PermissionHelper,PERMISSIONS,https://github.com/firetrap/permissionHelper
Permission helper,PERMISSIONS,https://github.com/nirav-tukadiya/PermissionHelper
Permission Manager,PERMISSIONS,https://github.com/Enlistech/PermissionManager
PermissionsManager,PERMISSIONS,https://github.com/AdamMc331/PermissionsManager
AndroidPermissionX,PERMISSIONS,https://github.com/fccaikai/AndroidPermissionX
Android Permission Check Library,PERMISSIONS,https://github.com/drilonrecica/Android-Permission-Check-Library
Piemissions Utils,PERMISSIONS,https://github.com/HellPie/dev.hellpie.libs.piemissions
Rationale,PERMISSIONS,https://github.com/KingsMentor/Rationale
Simple Permissions,PERMISSIONS,https://github.com/armcha/SimplePermissions
PermissionAcceptor,PERMISSIONS,https://github.com/hp-harsh/PermissionAcceptor-master
EasyPermission,PERMISSIONS,https://github.com/jineshfrancs/EasyPermission
Perm for Android,PERMISSIONS,https://github.com/smart-fun/Perm
Runtime Permission Handler,PERMISSIONS,https://github.com/rajeefmk/runtimepermissionhandler/
Simplify Permission,PERMISSIONS,https://github.com/anshulagarwal06/Simplify-Permissions
Runtime Permissions,PERMISSIONS,https://github.com/karthyks/Runtime-Permissions
Kotlin-Android-Permissions,PERMISSIONS,https://github.com/AnirudhLoya/Kotlin-Android-Permissions-DeviceInfo
RxPermissions,PERMISSIONS,https://github.com/raviteja06/RxPermissions
Permissify,PERMISSIONS,https://github.com/holidaycheck/Permissify
RxMusicPlayer,MEDIA,https://github.com/Orfium/RxMusicPlayer-android
Media Converter Pro,MEDIA,https://github.com/Khang-NT/Android-Media-Converter
MediaResizer,MEDIA,https://github.com/WindSekirun/MediaResizer
Muxing Library,MEDIA,https://github.com/GitEliteNovice/Muxing
medialibrary,MEDIA,https://github.com/mayurkaul/medialibrary
SiliCompressor,MEDIA,https://github.com/Tourenathan-G5organisation/SiliCompressor
IdealMedia music player,MEDIA,https://github.com/dmllr/IdealMedia
Metadata Spherical Injector,MEDIA,https://github.com/pedroSG94/metadata-spherical-injector
Spectaculum,MEDIA,https://github.com/protyposis/Spectaculum
MediaPlayer-Extended,MEDIA,https://github.com/protyposis/MediaPlayer-Extended
ContentManager,MEDIA,https://github.com/stfalcon-studio/ContentManager
360 Video Player for Android,MEDIA,https://github.com/fbsamples/360-video-player-for-android
Amazon ExoPlayer Port,MEDIA,https://github.com/amzn/exoplayer-amazon-port
exoplayer-textureview,MEDIA,https://github.com/satorufujiwara/exoplayer-textureview
MediaFacade,MEDIA,https://github.com/Drivemode/MediaFacade
Playlist Core,MEDIA,https://github.com/brianwernick/PlaylistCore
ExoMedia,MEDIA,https://github.com/brianwernick/ExoMedia
Vineyard,MEDIA,https://github.com/hitherejoe/Vineyard
NewPipe,MEDIA,https://github.com/theScrabi/NewPipe
VideoControllerView,MEDIA,https://github.com/brucetoo/VideoControllerView
android-transcoder,MEDIA,https://github.com/ypresto/android-transcoder
Larix mobile broadcasting SDK,MEDIA,https://wmspanel.com/mobile_library/android
Voice Recording Visualizer,MEDIA,https://github.com/tyorikan/voice-recording-visualizer
FFmpegMediaMetadataRetriever,MEDIA,https://github.com/wseemann/FFmpegMediaMetadataRetriever
URLMediaPlayer,MEDIA,https://github.com/avafab/URLMediaPlayer
YouTubePlayerActivity,MEDIA,https://github.com/TheFinestArtist/YouTubePlayerActivity
OpenSLMediaPlayer,MEDIA,https://github.com/h6ah4i/android-openslmediaplayer
Mizuu,MEDIA,https://github.com/MizzleDK/Mizuu
AndroidRecording,MEDIA,https://github.com/steelkiwi/AndroidRecording
ExoPlayer,MEDIA,https://github.com/google/ExoPlayer
RxDrive,CLOUD STORAGES,https://github.com/francescocervone/RxDrive
Syncthing,CLOUD STORAGES,https://github.com/syncthing/syncthing
OneDrive-Picker-Android,CLOUD STORAGES,https://github.com/OneDrive/OneDrive-Picker-Android
Google Drive,CLOUD STORAGES,https://developers.google.com/drive/android
Driven,CLOUD STORAGES,https://github.com/bingzer/driven
SnapTimePicker,DATE & TIME PICKERS,https://github.com/akexorcist/Android-SnapTimePicker
CustomDateTimePicker,DATE & TIME PICKERS,https://github.com/noowenz/CustomDateTimePicker
timelineview-v2,DATE & TIME PICKERS,https://github.com/andob/timelineview-v2
SingleRowCalendar,DATE & TIME PICKERS,https://github.com/miso01/SingleRowCalendar
CPicker (CalendarPicker),DATE & TIME PICKERS,https://github.com/andrewjapar/rangedatepicker
Vertical Scroll Calendar,DATE & TIME PICKERS,https://github.com/emcthye/VerticalCalendar
HR-Vertical-Calender,DATE & TIME PICKERS,https://github.com/TecOrb-Developers/HR-Vertical-Calender
Date Picker Timeline,DATE & TIME PICKERS,https://github.com/101Loop/DatePickerTimeline
JRDateTimePicker,DATE & TIME PICKERS,https://github.com/jrizani/JRDateTimePicker
TimePickerCompact,DATE & TIME PICKERS,https://github.com/iFr0z/TimePickerCompact
PrimeCalendar,DATE & TIME PICKERS,https://github.com/aminography/PrimeCalendar
PrimeDatePicker,DATE & TIME PICKERS,https://github.com/aminography/PrimeDatePicker
Classic Material TimePicker,DATE & TIME PICKERS,https://github.com/michaldrabik/classicmaterialtimepicker
CalendarView,DATE & TIME PICKERS,https://github.com/kizitonwose/CalendarView
DateRangePicker,DATE & TIME PICKERS,https://github.com/savvisingh/DateRangePicker
Azan,DATE & TIME PICKERS,https://github.com/ahmedeltaher/Azan
HmsPickerView,DATE & TIME PICKERS,https://github.com/DeweyReed/HmsPickerView
Business Hours Picker,DATE & TIME PICKERS,https://github.com/bashizip/business-hours-picker
Time Range Picker,DATE & TIME PICKERS,https://github.com/dvird/timerangepicker
EventCalender,DATE & TIME PICKERS,https://github.com/mahimrocky/EventCalender/
BottomSheetTimeRangePicker,DATE & TIME PICKERS,https://github.com/adawoud/BottomSheetTimeRangePicker
SlyCalendarView,DATE & TIME PICKERS,https://github.com/psinetron/slycalendarview
Sleep Schedule Picker,DATE & TIME PICKERS,https://github.com/AppSci/SleepTimePicker
WeekDaySelector,DATE & TIME PICKERS,https://github.com/mahimrocky/WeekDaySelector
SwipePicker,DATE & TIME PICKERS,https://github.com/m4xp1/SwipePicker
Horizontal Calendar View,DATE & TIME PICKERS,https://github.com/mybringback22/HorizontalCalendarView-Android-
LazyDatePicker,DATE & TIME PICKERS,https://github.com/lopspower/LazyDatePicker
Calendar Date Range Picker,DATE & TIME PICKERS,https://github.com/ArchitShah248/CalendarDateRangePicker
Collapsible-Calendar-View-Android,DATE & TIME PICKERS,https://github.com/shrikanth7698/Collapsible-Calendar-View-Android
SectionCalendarView,DATE & TIME PICKERS,https://github.com/WindSekirun/SectionCalendarView
ScrollHmsPicker,DATE & TIME PICKERS,https://github.com/DeweyReed/ScrollHmsPicker
Range Time Picker Dialog,DATE & TIME PICKERS,https://github.com/PuffoCyano/Range-Time-Picker-Dialog
HmsPicker,DATE & TIME PICKERS,https://github.com/DeweyReed/HmsPicker
MeowDateTimePicker,DATE & TIME PICKERS,https://github.com/oneHamidreza/MeowDateTimePicker
Simple Date Picker,DATE & TIME PICKERS,https://github.com/congfandi/simpleDatePicker
Recurrence Picker,DATE & TIME PICKERS,https://github.com/maltaisn/recurpickerlib
Calendar Picker,DATE & TIME PICKERS,https://github.com/maxyou/CalendarPicker
AlmostMaterialDatepicker,DATE & TIME PICKERS,https://github.com/shagiz/AlmostMaterialDatepicker
SpinnerDatePicker,DATE & TIME PICKERS,https://github.com/drawers/SpinnerDatePicker
Linear Time Picker,DATE & TIME PICKERS,https://github.com/code-mc/linear-time-picker
ScrollCalendar,DATE & TIME PICKERS,https://github.com/RafalManka/ScrollCalendar
CosmoCalendar,DATE & TIME PICKERS,https://github.com/AppliKeySolutions/CosmoCalendar
CustomizableCalendar,DATE & TIME PICKERS,https://github.com/MOLO17/CustomizableCalendar
PersianDate,DATE & TIME PICKERS,https://github.com/samanzamani/PersianDate
